Event Number,Event Description,Business Unit,Date Created,Date Last Updated,Date of Occurrence,Date of Identification,Estimated Loss,Loss Value,Rationale for Estimated Loss,Total Recovery Amount,Gross Loss Value,Net Loss,Event Status,Event Identifier,Event Type,Event Owner,Risk Driver (Primary Risk Factor),Other Driver1,Other Driver2,Business Unit Caused,Process Caused,Effect Description,Effect Type,Effect Category,Loss Value,Rationale for Gross Loss  Value,Process Impacted,Unit Impacted,General Ledger Impacted,General Ledger Number,Required Actions,Action Owner,Action Due Date,Action Progress Report,Action Status,Recovery Date,Recovery Amount,Recovery Type,Recovery Description
1841,NEGATIVE BANK BALANCE ON EXXON PORTFOLIO,ARM Pensions›Investment Mangement›Investment Mangement,10/26/2016 18:43,1/30/2017 8:15,10/12/2016,10/21/2016,₦0.00,0,Possible overdraft charges have not been determined.,0,0,0,Closed,Agbolade Atekoja,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Failure to regularise client instructions",Agbolade Atekoja,External Events›Client / Customer Relations›Client/Counterparty Failures,Process›Adequacy of Procedures›Inadequate / incomplete procedure (Internal communication failure),,,,Potential financial loss arising from bank overdraft charges of which the firm have to bear,Potential Loss,Loss or Damage to Assets,0,Possible overdraft charges have not been determined.,,,,,Follow up with First Pension Custodian to ensure that EXXON portfolio investment account is not charged for overdraft| Liaise with FinCon to agree  a documented timeline on when and modality on how fees (across all Funds) will be process for redemption by custodian in such an efficient manner that will be suitable to all portfolio managers most especially in the area of  liquidity provisioning.,Oyekunle Omotayo-...| Oyekunle Omotayo-...,2016-10-31| 2016-10-31,,Complete| Complete,,,,
1844,Booking Error: Liquidating placement (87M & 30M) from a wrong instrument -ExxonMobil UAPT (AGG:2),ARM Pensions›Investment Mangement›Investment Mangement,10/31/2016 11:41,11/2/2016 16:01,10/25/2016,10/31/2016,₦0.00,0,N/A,0,0,0,Closed,Nkem Azinge,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Data entry errors (e.g. wrong payment instructions, wrong account credited etc.)",Nkem Azinge,People›Skills›Negligence of duties and responsibilities,,,,,placement by ExxonMobil recorded on Fundware and bank record of such placement will not reflect same position.,Actual Loss,,0,,,,,,Reverse all erroneously book trade by obtaining a change control form and subsequently book the liquidation from the correct instrument.,Nkem Azinge,11/1/2016,,Complete,,,,
1845,Failed placement (2M) with GTBank due to CBN RTGS downtime -LCC SGF,ARM Pensions›Investment Mangement›Investment Mangement,10/31/2016 11:43,1/30/2017 8:10,10/28/2016,10/28/2016,₦0.00,0,n/a,0,0,0,Closed,Nkem Azinge,"Business Disruption and System Failures›Interruption in services provided by external providers›Inability to process transactions on external applications (CSCS website, NSE trading terminal, etc.)",Agbolade Atekoja,External Events›Client / Customer Relations›Client/Counterparty Failures,,,,,Incorrect asset allocation on Fundware in relation to custodian and counterparty's holding position.,Potential Loss,Loss or Damage to Assets,0,,,,,,Follow up with the counterparty (GTbank) to obtain documented reason for the failed trade (RTGS Notification mail from CBN)| Reverse the position on Fundware in other to prevent reconciliation issues ,Nkem Azinge| Nkem Azinge,2016-11-01| 2016-11-01,,Complete| Complete,,,,
1854,Erroneous omission of Tenored Placement (COR-100M) for MTN Portfolio,ARM Pensions›Investment Mangement›Investment Mangement,11/21/2016 9:39,1/30/2017 8:14,11/18/2016,11/21/2016,₦0.00,0,NA,0,0,0,Closed,Iyanuoluwa Ibrahim,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Transaction not booked or Transaction not registered as and when due",Agbolade Atekoja,People›Skills›Negligence of duties and responsibilities,People›Capacity›Staff shortages within unit (lack of capacity in unit),,,,INCORRECT VALUATION OF PORTFOLIO,Actual Loss,Reduced operational capacity,0,,,,,,"Book all omitted trades| Work with the MD/Top Management to restructures IM Team with clear line of responsibilities, having Fixed Income and Equity portfolio being managed by distinct teams and sufficiently resourced the unit to minimize the impact of under capacity within IM Unit",Iyanuoluwa Ibrahim| Akinola Akinwole,2016-11-23| 2016-12-30,,Complete| Complete,,,,
1859,Unsuccessful Access Bank CP Series1 purchase transaction due to late funding by counter parties (Fidelity and GTBank),ARM Pensions›Investment Mangement›Investment Mangement,11/30/2016 16:51,1/30/2017 8:21,11/29/2016,11/30/2016,"₦60,522.76","60,522.76","Being interest lost due to failure to fund transaction -60,522.76 (13.22% (being diff between access CP yield of 19.22% less 6% cash int. rate) of N167,559,226.03)",0,"60,522.76","60,522.76",Closed,Iyanuoluwa Ibrahim,"Execution, Delivery and Process Management›Customer account management›Negligent loss or damage of client assets",Iyanuoluwa Ibrahim,External Events›Client / Customer Relations›Client/Counterparty Failures,,,ARM Pensions›Investment Mangement,Asset Management›Fixed Income - Maturity & Rollover Notification,Potential loss of investment due to failure of investment transactions,Potential Loss,Loss or Damage to Assets,"60,522.76",Loss of opportunity on earning an higher rate due to late funding provisions.,Investment Management,ARM Pensions›Investment Mangement,,,Ensure investment decision are made as early as possible and all counterpartiee/financial instistution are duly briefed of expected activities on time to avoid funding failure,Oyekunle Omotayo-...,12/1/2016,,Complete,,,,
1860,Call placement (GTBANK-500M) Erroneously booked as fixed deposit -Exxon Mobil Fixed Income A/C,ARM Pensions›Operations›Fund Account,11/30/2016 17:19,11/30/2016 17:53,11/25/2016,11/30/2016,₦0.00,0,"This was a classification error, the interest accrual was not affected.",0,0,0,Closed,Temitope Sotuminu,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Wrong classification of accounts",Temitope Sotuminu,People›Skills›Negligence of duties and responsibilities,,,,,"Wrong classification of account resulting into a misleading information (Such as uncompetitive interest rate, holding period issues among  others)",Actual Loss,Reduced operational capacity,0,No financial loss involved.,,,,,Rectify the booking error by reclassifying the instrument accordingly,Ireti Ishola,11/30/2016,,Complete,,,,
1862,Erroneous omission of equity trades executed on the 29th and 30th of November 2016 for RSA and XOM Transaction,ARM Pensions›Investment Mangement›Investment Mangement,12/1/2016 7:44,1/30/2017 8:23,11/29/2016,12/1/2016,₦0.00,0,No financial loss involved,0,0,0,Closed,Iyanuoluwa Ibrahim,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Transaction not booked or Transaction not registered as and when due",Iyanuoluwa Ibrahim,People›Skills›Negligence of duties and responsibilities,People›Capacity›Staff shortages within unit (lack of capacity in unit),,,,Incomplete/Incorrect asset valuation leading to some marginal pricing error,Actual Loss,Loss or Damage to Assets,0,,,,,,"Book omitted trade| Commence daily equity trade call over and reconciliation | Work with the MD/Top Management to restructures IM Team with clear line of responsibilities, having Fixed Income and Equity portfolio being managed by distinct teams and sufficiently resourced the unit to minimize the impact of under capacity within IM Unit",Iyanuoluwa Ibrahim| Oyekunle Omotayo-...| Akinola Akinwole,2016-12-01| 2016-12-22| 2016-12-30,,Complete| Complete| Complete,,,,
1863,Failure by Custodian(UPCL) in funding placements with counterparties (Access Bank Plc),ARM Pensions›Investment Mangement›Investment Mangement,12/2/2016 10:14,1/30/2017 8:26,12/1/2016,12/2/2016,"₦13,353.83","13,353.83",Being loss of interest(17.5%-Cash rate 6%) on N42.5million.,0,"13,353.83","13,353.83",Closed,Iyanuoluwa Ibrahim,"Execution, Delivery and Process Management›Vendors and suppliers›Failure of vendors to deliver on contractual obligations",Iyanuoluwa Ibrahim,External Events›Client / Customer Relations›Client/Counterparty Failures,,,X_Investment Management,Treasury›Short-term Investment,Income loss as a result of counter-party.,Potential Loss,Loss or Damage to Assets,"13,353.83",interest opportunity lost,Asset Management›Fixed Income - Maturity & Rollover Notification,X_Investment Management,,,Ensure all trade mandates and instruction are prepared early enough to allow financial institutions make fund available to fund transactions,Oyekunle Omotayo-...,12/7/2016,,Complete,,,,
1864,Booking Error:  Transposition error affecting ACC0088_12% within the RSA Fund (1.753B instead of 1.735B),ARM Pensions›Investment Mangement›Investment Mangement,12/8/2016 9:51,1/30/2017 8:29,12/6/2016,12/8/2016,₦0.00,,it did not involve cash outflow,0,0,0,Closed,Chuks Onyemachi,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Data entry errors (e.g. wrong payment instructions, wrong account credited etc.)",Iyanuoluwa Ibrahim,People›Skills›Negligence of duties and responsibilities,,,,,incorrect/inaccurate fund valuation- NAV,Actual Loss,,,,,,,,Carry out trade call over and reconciliation across all trade book for the day to ensure other like error are identified,Iyanuoluwa Ibrahim,12/8/2016,,Complete,,,,
1865,Inability to access the Montgomery Security Vault following a spot check,ARM Pensions›Information Technology›Information Technology,12/8/2016 16:07,1/26/2017 10:06,12/7/2016,12/7/2016,₦0.00,"10,000.00| 0.00",The estimated financial loss arising from the inability to assess the information asset stored in the vault could not be reliably measured.,0,"10,000.00","10,000.00",Closed,Steve Omali,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Steve Omali,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Financial Loss| In case of emergence access to the vault would have been impossible and would have hindered operational activities   ,Actual Loss| Actual Loss,Loss or Damage to Assets| Reduced operational capacity,"10,000.00| 0.00",being cost of replacing the damaged lock| nil,,,,,Key to be replaced immediately.  The main key and the spear key should be kept with HR and Admin,Steve Omali,12/15/2016,,Complete,,,,
1867,Fraudulent withdrawal of a retiree’s pensions as death benefit by an imposter who claimed to be the client's beneficiary (PEN100106438414),ARM Pensions›Operations›Benefit Administration,12/9/2016 10:03,4/9/2019 12:58,11/3/2016,12/8/2016,"₦1,738,780.77","1,738,780.77| 170,000.00",Amount paid to the beneficiary,"1,870,000.00","1,908,780.77","38,780.77",Closed,Kofo Ejueyitchie,External Fraud›Unauthorised Activities (External)›Account take over / impersonation,Tochukwu Oyeka,External Events›Social and Natural Environment›Unethical Social and Business Environment,People›Skills›Negligence of duties and responsibilities,People›Skills›Lack of staff experience in relation to performed tasks,,,External fraud results in loss of client funds requiring the company to make a payment to the client to make good the loss| Recovery fee ,Actual Loss| Actual Loss,Restitution| Loss or Damage to Assets,"1,738,780.77| 170,000.00",being the amount fraudulently withdrew| Percentage of the recovered money is given has the recovery fee,,,,,"Compliance and Benefit Admin to exercise extra measure of care and due diligence above the normal call of duties before honoring dead benefit request. | Work with the company representative in Gombe state (Godfrey Andrew) to engage Police and assist with the recovery of the funds including paying all the necessary fees associated with the case| ED, Operations to approve write-off of this event’s loss as efforts to recoup the remaining losses have proven unsuccessful and has since been deemed non-collectable.",Kofo Ejueyitchie| Toni Timi-Oyefolu| Layi Afolabi,2016-12-13| 2017-01-31| 2018-11-30,"This was embarked upon immediately by all concerned parties | Currently ongoing. It has been reported that the Police have recovered a further N19,000 yet to be given to our representative.  | Approval for write off has been approved ",Complete| Complete| Complete,2016-12-16| 2017-01-11| 2017-01-19| 2017-02-08| 2017-04-03| 2017-06-30| 2017-06-30,"1,300,000.00| 120,000.00| 100,000.00| 35,000.00| 25,000.00| 120,000.00| 170,000.00",Others| Others| Others| Others| Others| Others| Others,Being the recovered amount so far by police| Being the recovered by police| Being additional recovery by Police| Being additional recovery by Police| Being additional recovery by Police| Being additional recovery by Police| Recovery Fee
